name,rsna_seg_lin_full_test/opacity_dice_run_results,rsna_seg_lin_full_test/opacity_dice_mean,rsna_seg_lin_full_test/opacity_dice_std,rsna_seg_lin_full_test/opacity_dice_num_runs,rsna_seg_lin_full_test/opacity_dice_95_interval
ImageNet,0.43300554156303406;0.4330832064151764;0.43308091163635254;0.43306493759155273;0.4330756962299347,0.4330620586872101,3.236941487119045e-05,5.0,2.8373043121198785e-05
byol_100,0.4675069451332092;0.4674985408782959;0.4675015211105346;0.4675031006336212;0.4674943387508392,0.4675008893013,4.753605884008567e-06,5.0,4.166719270795366e-06
byol_30,0.5000124573707581;0.49998679757118225;0.4999869763851166;0.4999799132347107;0.49998795986175537,0.4999908208847046,1.251266396724169e-05,5.0,1.096783354646293e-05
chexpert_30,0.4807100892066955;0.4810652732849121;0.4807670712471008;0.48107585310935974;0.4810880720615387,0.4809412717819213,0.0001862995155352,5.0,0.0001632987253175
chexpert_100,0.4683733880519867;0.46912455558776855;0.4683856964111328;0.4684017300605774;0.4683975875377655,0.4685365915298461,0.0003288678196301,5.0,0.0002882653537196
ConVIRT_100,0.5027355551719666;0.5007662773132324;0.5069393515586853;0.5010831952095032;0.506440281867981,0.5035929322242737,0.0029295808417967,5.0,0.0025678908278727
ConVIRT_30,0.5015533566474915;0.5015194416046143;0.5016191005706787;0.501508891582489;0.5015487670898438,0.5015499114990234,4.304461166816776e-05,5.0,3.773026568000066e-05
LoVT_100,0.5182268023490906;0.5180647373199463;0.5180938839912415;0.5180387496948242;0.5180655121803284,0.5180979371070862,7.463147770303289e-05,5.0,6.541737450285462e-05
LoVT_30,0.5154538750648499;0.5154972672462463;0.5154891014099121;0.5154907703399658;0.515488862991333,0.5154839754104614,1.716856930981381e-05,5.0,1.5048914516838844e-05
pixelpro_30,0.3916971683502197;0.3919827938079834;0.3920079469680786;0.39203718304634094;0.3919723927974701,0.3919394969940185,0.0001377569266468,5.0,0.0001207492701227
pixelpro_100,0.4025871455669403;0.4027472138404846;0.40275493264198303;0.40275079011917114;0.4027540981769562,0.4027188360691071,7.368026602852938e-05,5.0,6.458360070850357e-05
random,0.0531599223613739;0.0531599223613739;0.0531599223613739;0.0531599223613739;0.0531599223613739,0.0531599223613739,0.0,5.0,0.0
simclr_100,0.47007161378860474;0.47007399797439575;0.4700771570205689;0.47008249163627625;0.4700824320316314,0.4700775384902954,4.905692204625385e-06,5.0,4.300028808523403e-06
simclr_30,0.4823662340641022;0.48237210512161255;0.4823687672615051;0.48237037658691406;0.4823727607727051,0.4823700487613678,2.64032430133616e-06,5.0,2.314346291209459e-06
