name,rsna_finetune_full_test/mAP_run_results,rsna_finetune_full_test/mAP_mean,rsna_finetune_full_test/mAP_std,rsna_finetune_full_test/mAP_num_runs,rsna_finetune_full_test/mAP_95_interval,rsna_finetune_full_test/mAP@0.5_run_results,rsna_finetune_full_test/mAP@0.5_mean,rsna_finetune_full_test/mAP@0.5_std,rsna_finetune_full_test/mAP@0.5_num_runs,rsna_finetune_full_test/mAP@0.5_95_interval,rsna_finetune_full_test/mAP@0.75_run_results,rsna_finetune_full_test/mAP@0.75_mean,rsna_finetune_full_test/mAP@0.75_std,rsna_finetune_full_test/mAP@0.75_num_runs,rsna_finetune_full_test/mAP@0.75_95_interval
ImageNet,0.1868632286787033;0.1908138394355774;0.1908138394355774;0.1908138394355774;0.1908138394355774,0.1900237172842026,0.0017667668410024,5.0,0.0015486394166946,0.27178239822387695;0.27085015177726746;0.27085015177726746;0.27085015177726746;0.27085015177726746,0.2710366010665893,0.0004169132852802,5.0,0.0003654406070709,0.0181873869150877;0.022648483514785767;0.022648483514785767;0.022648483514785767;0.022648483514785767,0.0217562641948461,0.0019950630502236,5.0,0.0017487498670816
byol_100,0.18717531859874725;0.15542817115783691;0.17970779538154602;0.16783727705478668;0.17402051389217377,0.1728338152170181,0.0120650364174505,5.0,0.0105754706995285,0.2661627531051636;0.2189144790172577;0.25324681401252747;0.2454786002635956;0.2476559430360794,0.2462917178869247,0.0172863159855897,5.0,0.0151521240287334,0.027845002710819244;0.01864669099450111;0.02398894540965557;0.015820877626538277;0.02247740887105465,0.0217557851225137,0.0046764278520811,5.0,0.0040990697430977
byol_30,0.18457022309303284;0.18846246600151065;0.18846246600151065;0.18846246600151065;0.18846246600151065,0.187684017419815,0.0017406639456595,5.0,0.0015257592201233,0.2603608965873718;0.2597622871398926;0.2597622871398926;0.2597622871398926;0.2597622871398926,0.2598820090293884,0.0002677062833074,5.0,0.0002346549034118,0.027586698532104492;0.028686396777629852;0.028686396777629852;0.028686396777629852;0.028686396777629852,0.0284664571285247,0.0004918000063463,5.0,0.0004310817122459
chexpert_30,0.20937906205654144;0.2111409902572632;0.21558940410614016;0.21558940410614016;0.21558940410614016,0.213457652926445,0.002984749515589,5.0,0.0026162483025653,0.29102396965026855;0.2866617441177368;0.2962470054626465;0.2962470054626465;0.2962470054626465,0.2932853460311889,0.0043387845420087,5.0,0.0038031123328574,0.03269357234239578;0.038080498576164246;0.03515711799263954;0.03515711799263954;0.03515711799263954,0.0352490849792957,0.0019087248082025,5.0,0.0016730710612205
chexpert_100,0.2128661572933197;0.22372114658355713;0.22372114658355713;0.22372114658355713;0.22372114658355713,0.2215501487255096,0.0048544987896006,5.0,0.004255155801773,0.3060588240623474;0.31451648473739624;0.31451648473739624;0.31451648473739624;0.31451648473739624,0.3128249526023864,0.0037823808400071,5.0,0.0033154029846191,0.02709683403372765;0.03140750899910927;0.03140750899910927;0.03140750899910927;0.03140750899910927,0.0305453740060329,0.0019277924502999,5.0,0.0016897845864295
ConVIRT_100,0.19270586967468264;0.18318134546279907;0.18370498716831207;0.18370498716831207;0.18370498716831207,0.1854004353284835,0.0040901517150985,5.0,0.0035851760511131,0.2809813618659973;0.26876765489578247;0.2689538300037384;0.2689538300037384;0.2689538300037384,0.271322101354599,0.005400292536334,5.0,0.004733565114174,0.015497771091759205;0.013309156522154808;0.013369521126151083;0.013369521126151083;0.013369521126151083,0.0137830981984734,0.0009588876143444,5.0,0.000840502052275
ConVIRT_30,0.17415399849414823;0.18558382987976071;0.18558382987976071;0.18558382987976071;0.18558382987976071,0.1832978636026382,0.005111575989918,5.0,0.00448049390316,0.26174196600914;0.2719648480415344;0.2719648480415344;0.2719648480415344;0.2719648480415344,0.2699202716350555,0.004571811830079,5.0,0.0040073697566986,0.010726234875619411;0.02033698745071888;0.02033698745071888;0.02033698745071888;0.02033698745071888,0.0184148369356989,0.0042980592145707,5.0,0.0037674150094389
LoVT_100,0.1993439495563507;0.14192064106464386;0.21182042360305783;0.14192064106464386;0.21182042360305783,0.1813652157783508,0.0363662727820806,5.0,0.0318764435473808,0.2812964916229248;0.2084351032972336;0.3010258674621582;0.2084351032972336;0.3010258674621582,0.2600436866283416,0.0477955326333353,5.0,0.0418946315156673,0.02746404893696308;0.011933096684515476;0.034310728311538696;0.011933096684515476;0.034310728311538696,0.0239903397858142,0.0113560745453503,5.0,0.0099540382192557
LoVT_30,0.19872282445430756;0.16564463078975675;0.16564463078975675;0.16564463078975675;0.16564463078975675,0.1722602695226669,0.0147930179213676,5.0,0.0129666519165039,0.28405866026878357;0.23654493689537048;0.23654493689537048;0.23654493689537048;0.23654493689537048,0.2460476815700531,0.0212487830654144,5.0,0.0186253795623779,0.01933719217777252;0.015415357425808908;0.015415357425808908;0.015415357425808908;0.015415357425808908,0.0161997243762016,0.0017538978203823,5.0,0.0015373592227697
pixelpro_30,0.18752053380012512;0.19505250453948977;0.17928826808929443;0.19505250453948977;0.17928826808929443,0.1872404158115387,0.0078836735324828,5.0,0.0069103445329705,0.2721398174762726;0.27585792541503906;0.26297932863235474;0.27585792541503906;0.26297932863235474,0.269962865114212,0.0065532846167841,5.0,0.0057442072325809,0.02034788765013218;0.032893553376197815;0.018615422770380977;0.032893553376197815;0.018615422770380977,0.0246731679886579,0.0075374079779674,5.0,0.0066068293922507
