name,rsna_finetune_1_test/mAP_run_results,rsna_finetune_1_test/mAP_mean,rsna_finetune_1_test/mAP_std,rsna_finetune_1_test/mAP_num_runs,rsna_finetune_1_test/mAP_95_interval,rsna_finetune_1_test/mAP@0.5_run_results,rsna_finetune_1_test/mAP@0.5_mean,rsna_finetune_1_test/mAP@0.5_std,rsna_finetune_1_test/mAP@0.5_num_runs,rsna_finetune_1_test/mAP@0.5_95_interval,rsna_finetune_1_test/mAP@0.75_run_results,rsna_finetune_1_test/mAP@0.75_mean,rsna_finetune_1_test/mAP@0.75_std,rsna_finetune_1_test/mAP@0.75_num_runs,rsna_finetune_1_test/mAP@0.75_95_interval
ImageNet,0.048451244831085205;0.06345831602811813;0.046598777174949646;0.051052507013082504;0.04177484288811684,0.0502671375870704,0.0081163014616758,5.0,0.0071142519033217,0.06592340767383575;0.09739452600479126;0.06440788507461548;0.07407425343990326;0.05895427241921425,0.072150868922472,0.0151147846712486,5.0,0.013248692908152,0.0009240662911906838;0.0024039747659116983;0.001517680357210338;0.0005698864115402102;0.000623910513240844,0.0012079036678187,0.0007673371731608,5.0,0.0006726006876932
byol_100,0.06019090861082077;0.06433536112308502;0.04674173519015312;0.06433536112308502;0.04674173519015312,0.0564690202474594,0.0090395138102747,5.0,0.0079234832064223,0.08800585567951202;0.09027056396007538;0.06025137752294541;0.09027056396007538;0.06025137752294541,0.0778099477291107,0.0160553513509786,5.0,0.014073135953185,0.0010588483419269323;0.0010871076956391337;0.0005632524262182415;0.0010871076956391337;0.0005632524262182415,0.0008719137171283,0.0002820040051735,5.0,0.0002471874091941
byol_30,0.07731834053993225;0.08489463478326797;0.06048702448606491;0.06599918752908707;0.06048702448606491,0.0698372423648834,0.0108659526737336,5.0,0.0095244274569555,0.11065363883972168;0.1237599030137062;0.08812503516674042;0.08432106673717499;0.08812503516674042,0.0989969357848167,0.0173267196151743,5.0,0.0151875393715506,0.0016056899912655354;0.0017845850670710206;0.0014989644987508657;0.0007397826993837953;0.0014989644987508657,0.0014255973510444,0.0004007532758685,5.0,0.0003512757342826
chexpert_30,0.09442935883998872;0.07967156171798706;0.08243484795093536;0.08616965264081955;0.07036568224430084,0.0826142206788063,0.0088169821413152,5.0,0.0077284255983579,0.14820271730422974;0.11516150832176208;0.1225956529378891;0.12889079749584198;0.10567951947450638,0.1241060391068458,0.0160106709423358,5.0,0.0140339718482378,0.002660434227436781;0.0016370818484574556;0.0015247069532051682;0.0021308567374944687;0.005140834953635931,0.0026187829440459,0.0014799740256452,5.0,0.0012972544303005
chexpert_100,0.11510488390922546;0.09056248515844344;0.1036067008972168;0.1210845410823822;0.0675380602478981,0.0995793342590332,0.0213757052658702,5.0,0.0187366317762625,0.1746654510498047;0.1341104507446289;0.1507062315940857;0.1856147199869156;0.0977628156542778,0.1485719338059425,0.034814852638407,5.0,0.0305165638334374,0.005439598113298416;0.0019504668889567256;0.0035301665775477886;0.007358103524893522;0.001013522152788937,0.003858371451497,0.0025782449521407,5.0,0.0022599313424479
ConVIRT_100,0.12131504714488985;0.10335924476385117;0.11438091099262238;0.08841890096664429;0.10536418855190276,0.106567658483982,0.0124464055552166,5.0,0.0109097554876222,0.1865815669298172;0.1444004774093628;0.1657065749168396;0.13457335531711578;0.1479187309741974,0.1558361411094665,0.0205442967729717,5.0,0.0180078701006433,0.0085557010024786;0.01332868356257677;0.003698810236528516;0.004042971879243851;0.0032075245399028063,0.0065667382441461,0.0043462225488274,5.0,0.003809632033292
ConVIRT_30,0.0896492525935173;0.0573529452085495;0.08382543176412582;0.06080099567770958;0.0792655423283577,0.0741788335144519,0.0143208099744643,5.0,0.0125527434015376,0.13238072395324707;0.08165638148784637;0.12471527606248856;0.08113288879394531;0.11499710381031036,0.1069764748215675,0.0241524817460849,5.0,0.0211705836757509,0.0032104915007948875;0.0021388933528214693;0.00273115374147892;0.0014986598398536444;0.0037557033356279135,0.0026669803541153,0.0008844050296194,5.0,0.0007752151882217
LoVT_100,0.07348094135522842;0.09525048732757568;0.07585161179304123;0.09242334961891174;0.0856296494603157,0.0845272079110145,0.0096932853758431,5.0,0.0084965392500704,0.1024528369307518;0.1417117565870285;0.10650170594453812;0.1384551227092743;0.12408187240362167,0.1226406589150428,0.0179157408951369,5.0,0.0157038392874492,0.0019772499799728394;0.012603874318301678;0.002409450942650438;0.003249094355851412;0.001966913463547826,0.0044413166120648,0.004592698434014,5.0,0.004025677672256
LoVT_30,0.06012103706598282;0.08720920979976654;0.06997986137866974;0.08307070285081863;0.08260791003704071,0.0765977442264556,0.0112461408967254,5.0,0.0098576771276104,0.08057138323783875;0.124265156686306;0.1014936938881874;0.12123771011829376;0.12629257142543793,0.1107721030712127,0.0195617529894421,5.0,0.0171466325018333,0.0014153228839859366;0.0027265348471701145;0.003272818401455879;0.001898297923617065;0.0020969801116734743,0.0022819908335804,0.0007266225293285,5.0,0.0006369127288681
pixelpro_30,0.04342349246144295;0.053216807544231415;0.06025240570306778;0.06062041223049164;0.05554722622036934,0.0546120688319206,0.0069985552976182,5.0,0.0061345041927881,0.06018192321062088;0.07375513762235641;0.08832459151744843;0.09028644114732742;0.07873579859733582,0.0782567784190177,0.0121785494511839,5.0,0.0106749692605544,0.0010996530763804913;0.0033848839811980724;0.00094522163271904;0.000684278376866132;0.0014629241777583957,0.0015153922489844,0.001082408898595,5.0,0.0009487732316699
pixelpro_100,0.05353162810206413;0.0464448519051075;0.04220947250723839;0.04285825043916702;0.04285825043916702,0.045580490678548816,0.00474743757227854,5.0,0.0041613125071761434,0.07475682348012924;0.0654573142528534;0.06254284083843231;0.062317878007888794;0.062317878007888794,0.06547854691743851,0.005354551636078502,5.0,0.004693471447343264,0.003554937895387411;0.0015837540850043297;0.0021860837005078793;0.0014232035027816892;0.0014232035027816892,0.0020342365372925998,0.0009062625667866361,5.0,0.0007943741642809577
random,0.02404849603772163;0.0299338698387146;0.018251411616802216;0.02030349150300026;0.0299338698387146,0.0244942277669906,0.0053831476022582,5.0,0.0047185369168532,0.03190238028764725;0.038394197821617126;0.026492798700928688;0.028449490666389465;0.038394197821617126,0.0327266130596399,0.0055244142485094,5.0,0.0048423625918499,0.0003959281020797789;0.00011134339001728222;8.289747347589582e-05;0.0005824111867696047;0.00011134339001728222,0.0002567847084719,0.0002224503383204,5.0,0.000194986318616
simclr_100,0.06831476837396622;0.08375764638185501;0.06515282392501831;0.06657147407531738;0.06948262453079224,0.0706558674573898,0.0075079892828817,5.0,0.0065810427690585,0.09287472814321518;0.11826767772436142;0.0944477766752243;0.0975322350859642;0.0980224311351776,0.1002289697527885,0.0103082883990263,5.0,0.0090356131680229,0.0030432010535150766;0.0038217795081436634;0.0006826780736446381;0.002954297699034214;0.001833147369325161,0.0024670207407325,0.0012237716401944,5.0,0.0010726831379531
simclr_30,0.06279987096786499;0.07743923366069794;0.066396065056324;0.06328731030225754;0.066396065056324,0.0672637090086936,0.0059326324411472,5.0,0.0052001816141788,0.09168370813131332;0.11954309046268465;0.09427907317876816;0.0924900770187378;0.09427907317876816,0.0984550043940544,0.0118428774875257,5.0,0.0103807398116332,0.0028661428950726986;0.000883610628079623;0.0018938565626740456;0.0019693358335644007;0.0018938565626740456,0.0019013604964129,0.000702024418336,5.0,0.0006153515339355
