name,rsna_seg_lin_test/opacity_dice_run_results,rsna_seg_lin_test/opacity_dice_mean,rsna_seg_lin_test/opacity_dice_std,rsna_seg_lin_test/opacity_dice_num_runs,rsna_seg_lin_test/opacity_dice_95_interval
ImageNet,0.3830490112304687;0.3831920623779297;0.3832000195980072;0.38319745659828186;0.38320598006248474,0.3831689059734344,6.720984368400267e-05,5.0,5.891202545994942e-05
byol_100,0.45092806220054626;0.4509309530258178;0.45093321800231934;0.4509247243404389;0.4509357511997223,0.4509305417537689,4.314517938865956e-06,5.0,3.781841717367052e-06
byol_30,0.4766094386577606;0.4796751737594605;0.47634080052375793;0.4773948192596435;0.4809263348579407,0.4781893134117126,0.0020151484103474,5.0,0.0017663554614727
chexpert_30,0.4538981914520264;0.4571744203567505;0.4538213610649109;0.4571550786495209;0.45383548736572266,0.4551769077777862,0.001814886191704,5.0,0.0015908178872618
chexpert_100,0.44292277097702026;0.44280344247817993;0.4428165555000305;0.4427984356880188;0.44280922412872314,0.4428300857543945,5.225039849375618e-05,5.0,4.579949361032864e-05
ConVIRT_100,0.4852867126464844;0.4852503836154938;0.4852438271045685;0.48525530099868774;0.48525020480155945,0.4852572858333587,1.694694591106313e-05,5.0,1.4854653042714511e-05
ConVIRT_30,0.46882298588752747;0.4687854051589966;0.47427898645401;0.4690849781036377;0.4726526439189911,0.4707249999046325,0.0025698243347332,5.0,0.0022525503458571
LoVT_100,0.5007181763648987;0.5014671087265015;0.5014009475708008;0.5014087557792664;0.5013766884803772,0.5012743353843689,0.0003126699781538,5.0,0.0002740673196647
LoVT_30,0.49421873688697815;0.4942434430122375;0.4942416548728943;0.494200736284256;0.4942348599433899,0.4942278861999511,1.80350472054392e-05,5.0,1.580841587928162e-05
pixelpro_30,0.3427029550075531;0.34486123919487;0.34291547536849976;0.34486523270606995;0.342886358499527,0.343646252155304,0.0011139333102385,5.0,0.0009764055968051
pixelpro_100,0.3413834571838379;0.34174972772598267;0.34219029545783997;0.3426749110221863;0.34347814321517944,0.34229530692100524,0.0008190474621563428,5.0,0.0007179267544546653
random,0.0531599223613739;0.0531599223613739;0.0531599223613739;0.0531599223613739;0.0531599223613739,0.0531599223613739,0.0,5.0,0.0
simclr_100,0.45073628425598145;0.45070451498031616;0.4507075250148773;0.4507119655609131;0.4506972730159759,0.4507115125656128,1.4844808715302682e-05,5.0,1.3012048548956064e-05
simclr_30,0.45954471826553345;0.45954954624176025;0.45954999327659607;0.4595580995082855;0.45956316590309143,0.4595531046390533,7.396819944102555e-06,5.0,6.483598547237086e-06
