name,rsna_full_test/mAP_run_results,rsna_full_test/mAP_mean,rsna_full_test/mAP_std,rsna_full_test/mAP_num_runs,rsna_full_test/mAP_95_interval,rsna_full_test/mAP@0.5_run_results,rsna_full_test/mAP@0.5_mean,rsna_full_test/mAP@0.5_std,rsna_full_test/mAP@0.5_num_runs,rsna_full_test/mAP@0.5_95_interval,rsna_full_test/mAP@0.75_run_results,rsna_full_test/mAP@0.75_mean,rsna_full_test/mAP@0.75_std,rsna_full_test/mAP@0.75_num_runs,rsna_full_test/mAP@0.75_95_interval
ImageNet,0.163833886384964;0.15552352368831637;0.15552352368831637;0.15552352368831637;0.15552352368831637,0.1571855962276458,0.0037165071814765,5.0,0.0032576621770858,0.24263152480125427;0.22447469830513;0.22447469830513;0.22447469830513;0.22447469830513,0.2281060636043548,0.0081199796602006,5.0,0.0071174759864807,0.016538778319954872;0.018902618438005447;0.018902618438005447;0.018902618438005447;0.018902618438005447,0.0184298504143953,0.0010571414383804,5.0,0.0009266253262758
byol_100,0.17050756514072418;0.15641745924949646;0.15641745924949646;0.15641745924949646;0.15641745924949646,0.159235480427742,0.006301286916591,5.0,0.0055233215093612,0.24718323349952695;0.22444796562194824;0.22444796562194824;0.22444796562194824;0.22444796562194824,0.2289950191974639,0.0101675208921866,5.0,0.0089122250080108,0.017000708729028702;0.011944923549890518;0.011944923549890518;0.011944923549890518;0.011944923549890518,0.0129560805857181,0.0022610158680377,5.0,0.0019818677902221
byol_30,0.21433447301387787;0.2095259428024292;0.2095259428024292;0.2095259428024292;0.2095259428024292,0.2104876488447189,0.0021504400849321,5.0,0.0018849438428878,0.31058087944984436;0.3057986795902252;0.3057986795902252;0.3057986795902252;0.3057986795902252,0.306755119562149,0.0021386647936196,5.0,0.0018746223449707,0.026368005201220512;0.02069630846381187;0.02069630846381187;0.02069630846381187;0.02069630846381187,0.0218306478112936,0.0025364598905218,5.0,0.0022233051210641
chexpert_30,0.19526687264442444;0.1838098168373108;0.18853232264518735;0.1838098168373108;0.18853232264518735,0.1879902303218841,0.0047034286820403,5.0,0.0041227370140628,0.283761590719223;0.26540136337280273;0.27185067534446716;0.26540136337280273;0.27185067534446716,0.2716531336307525,0.0074977003347195,5.0,0.0065720241083555,0.020191306248307228;0.022957060486078262;0.01769445091485977;0.022957060486078262;0.01769445091485977,0.0202988658100366,0.0026319916804213,5.0,0.0023070424269453
chexpert_100,0.19729353487491608;0.20098920166492465;0.2007591426372528;0.20098920166492465;0.20211966335773468,0.2004301488399505,0.0018320837530213,5.0,0.0016058922143936,0.2832747995853424;0.28849515318870544;0.278518944978714;0.28849515318870544;0.28089872002601624,0.2839365541934967,0.0044882762502117,5.0,0.0039341475925303,0.02152126282453537;0.02216256968677044;0.028197845444083217;0.02216256968677044;0.026497017592191696,0.0241082530468702,0.0030288136255934,5.0,0.0026548721979377
ConVIRT_100,0.1851584017276764;0.17688991129398346;0.17688991129398346;0.17862823605537417;0.17688991129398346,0.1788912743330001,0.0035833795835225,5.0,0.0031409706924729,0.2644125521183014;0.2512739896774292;0.2512739896774292;0.25554966926574707;0.2512739896774292,0.2547568380832672,0.005706401972005,5.0,0.0050018818648061,0.01978784427046776;0.014992750249803066;0.014992750249803066;0.016895979642868042;0.014992750249803066,0.016332414932549,0.0021001012760493,5.0,0.0018408199314491
ConVIRT_30,0.17516867816448212;0.20666658878326416;0.17898641526699066;0.1819333583116531;0.17597763240337372,0.1837465345859527,0.0130882646906491,5.0,0.0114723698258743,0.24492594599723816;0.28976133465766907;0.2526416480541229;0.2578692138195038;0.2509095370769501,0.2592215359210968,0.017686550132339,5.0,0.0155029447262802,0.022532442584633827;0.024844394996762276;0.01813567616045475;0.01971070095896721;0.01887637190520763,0.0208199173212051,0.0027991982633562,5.0,0.0024536054589506
LoVT_100,0.22437512874603271;0.2051118165254593;0.1977258622646332;0.1977258622646332;0.1977258622646332,0.2045329064130783,0.0115440079061092,5.0,0.0101187690730552,0.31034860014915466;0.2904259264469147;0.2790074944496155;0.2790074944496155;0.2790074944496155,0.2875594019889831,0.0136653748845134,5.0,0.0119782292144778,0.033469200134277344;0.029404759407043457;0.021288510411977768;0.021288510411977768;0.021288510411977768,0.0253478981554508,0.005741288087214,5.0,0.0050324608930367
LoVT_30,0.1772325485944748;0.18093115091323853;0.18093115091323853;0.18093115091323853;0.18093115091323853,0.1801914304494857,0.0016540652412988,5.0,0.0014498521089553,0.2531190812587738;0.2508377432823181;0.2508377432823181;0.2508377432823181;0.2508377432823181,0.2512940108776093,0.0010202453590013,5.0,0.0008942844867706,0.01939980313181877;0.026390498504042625;0.026390498504042625;0.026390498504042625;0.026390498504042625,0.0249923594295978,0.0031263340124571,5.0,0.0027403525859117
pixelpro_30,0.1152007132768631;0.11711210012435912;0.11711210012435912;0.11711210012435912;0.11711210012435912,0.1167298227548599,0.00085479818446,5.0,0.0007492636442184,0.17324456572532654;0.1739392727613449;0.1739392727613449;0.1739392727613449;0.1739392727613449,0.1738003313541412,0.0003106824313968,5.0,0.0002723251581192,0.00634309696033597;0.014452269300818443;0.014452269300818443;0.014452269300818443;0.014452269300818443,0.0128304348327219,0.0036265321189159,5.0,0.0031787955574691
